economy,economycode,regionwb,pop_adult,wpid_random,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,141481120,0.667872957,1,16,2,1,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,1,2,3,1,,0,0,4,4,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,165693140,0.624993129,1,34,3,1,1,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,6,1,1,1,1,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,1,2,1,2,,,1,1,1,1,4,1,,1,1,4,4,4,1,2,1,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,196491630,0.842759758,1,24,2,1,1,,1,1,0,2,1,2,,,2,1,2,,,,1,1,1,,,,,,1,2,,,,,,,,,,,,,,,,,,,,2,,,1,2,1,2,2,,2,2,,2,1,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,1,1,,1,1,4,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,124296115,0.168433106,1,34,2,2,2,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,1,2,2,1,,,2,2,2,,,,,2,,,,,,1,1,2,1,2,1,,0,0,1,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131412997,1.23929341,1,45,1,3,1,,1,1,0,1,1,2,,,1,2,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,1,2,1,,2,1,1,1,2,1,2,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,1,1,2,2,2,2,1,2,1,1,2,1,,1,1,4,4,4,3,4,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,113349848,0.333936478,1,21,2,5,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,1,1,2,,1,1,1,2,2,2,2,,3,3,3,1,1,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,2,3,3,1,1,,1,0,1,4,4,4,4,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,152642146,2.015321605,2,61,2,2,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,1,2,,,,,,,2,2,2,2,2,,,2,2,2,,,,2,2,2,2,1,2,1,,2,1,2,2,,,,1,1,,,2,,,,,,2,,,,,,,1,1,1,2,,,2,,,,,,2,2,2,2,4,1,,0,1,4,1,1,4,4,1,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,202872203,0.795358022,1,45,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,0,2,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,193541273,0.330393101,1,43,3,3,2,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,4,1,1,1,2,2,1,1,2,2,1,1,1,2,1,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,2,3,1,1,,0,1,4,2,4,4,1,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,116522838,0.168433106,2,30,2,5,1,,1,1,1,1,2,1,2,,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,2,,,,1,1,2,2,2,2,1,,3,3,2,1,1,,,2,,,,2,,,,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,3,3,3,,2,,1,1,1,4,4,4,4,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,162591421,1.215820821,1,18,2,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,0,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183628161,0.399811814,1,42,2,5,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,2,1,,0,1,2,3,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,145864356,3.59034182,1,54,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,1,1,4,1,,0,0,4,3,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,149098835,0.266541209,1,36,2,2,2,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,1,1,1,,1,1,4,4,4,4,3,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,136391084,3.59034182,2,48,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,1,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,2,2,,2,2,,,,,2,,,,,,2,1,2,2,2,1,,0,1,3,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,201283912,0.168433106,1,31,3,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,1,2,2,2,1,,2,,,,,,1,1,1,3,1,1,,0,0,2,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,159830163,1.486095204,2,47,1,3,2,,1,1,1,1,2,2,,,1,1,2,,,,1,2,1,,,,,,2,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,2,1,,2,2,2,2,1,2,1,,2,3,3,1,1,,,1,1,,,1,2,1,1,,,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,1,4,2,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,207826379,0.344762448,1,23,2,3,1,,1,1,1,1,1,2,,,1,1,2,,,,1,2,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,3,1,,1,1,,1,1,1,1,2,5,1,1,1,2,1,1,2,,,,1,1,1,2,,,2,,,,,,,1,2,2,1,,,1,1,1,2,,,1,1,1,1,3,1,,1,1,4,1,4,1,1,2,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,115500531,0.857310971,1,38,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,1,2,2,2,3,,0,0,4,2,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,125984435,0.917876717,1,30,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,1,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,2,1,1,,1,0,4,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,178015848,0.31811824,1,31,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,1,1,1,,1,1,1,1,1,,1,1,1,2,2,2,2,,3,2,2,1,1,,,1,1,,,1,1,1,1,,,1,2,1,2,,,1,1,2,2,1,,,2,,,,,,2,3,2,3,3,2,,1,1,1,1,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,201123587,0.399811814,1,35,2,1,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,1,,,,,,,1,2,2,1,2,,,2,1,1,2,1,,2,2,2,1,2,2,2,2,2,1,1,2,,,,1,2,2,2,1,2,2,,,2,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,2,,1,0,4,4,4,4,3,4,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,134480631,0.827472198,2,53,2,1,1,,1,1,0,,,1,2,,2,2,2,,,,2,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,1,2,2,,,,1,2,,1,1,2,2,2,2,2,1,2,,,,2,,,,1,1,2,1,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,2,1,1,,1,1,1,4,4,4,1,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,185438055,3.045762099,1,36,2,3,2,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,2,1,,,,,,,,,,,2,,,2,2,1,2,2,,1,2,,2,2,2,2,,3,1,1,2,,,,2,,,,1,1,2,1,,,1,2,2,2,2,2,,1,1,2,2,1,,2,,,,,,1,1,1,1,2,1,,1,0,3,2,2,4,1,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,188231475,0.446240615,1,50,2,3,1,,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,5,1,1,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,1,0,4,4,4,4,2,2,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,161559802,0.399811814,1,38,2,2,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,1,2,2,2,1,,2,,,,,,1,1,1,1,4,1,,0,1,1,2,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,130969476,2.94246589,1,54,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,1,1,1,2,2,1,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,1,2,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,1,1,,0,1,4,4,4,4,2,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,200497104,0.430646791,2,22,2,5,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,1,2,1,2,2,2,2,2,,,,,,,1,1,2,1,1,2,,2,2,1,2,1,,1,2,1,2,1,2,1,,1,2,2,1,1,,,1,1,,,1,2,1,2,,,1,2,2,1,,,2,1,2,2,2,2,2,2,,,,,,1,2,2,3,2,2,,1,1,1,3,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,156083765,3.474216444,2,,3,3,1,,1,1,0,1,2,1,1,2,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,1,2,1,,2,2,3,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,2,2,2,3,1,2,,1,1,4,4,4,2,2,3,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,184450190,0.687955688,1,42,3,5,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,4,1,1,2,,,,2,,,,1,2,2,,,1,1,1,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,2,3,1,,0,0,2,4,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,204336126,0.821138651,1,21,2,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,,,,,,,2,,,2,1,2,,,,2,1,,2,1,1,2,,4,1,1,2,,,,1,2,1,1,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,4,1,,1,1,4,2,4,4,2,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,150261029,0.546053502,1,77,2,5,2,,1,1,1,2,1,2,,,2,2,2,,,,2,,1,,,,,,2,2,,,,,,,,,,,,,,,,1,2,2,2,2,,,2,1,2,,,,1,2,2,2,2,2,2,,1,3,3,1,1,,,2,,,,1,2,2,,,1,2,,,,,,,2,1,1,2,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,1,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,124193789,0.257490249,1,29,2,3,1,,1,1,0,1,2,1,1,1,2,2,1,1,1,2,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,2,,1,2,1,1,2,,1,1,,2,1,1,1,,2,1,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,2,4,4,4,4,3,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,205075833,1.051546753,1,18,2,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,2,1,2,1,3,1,,1,1,4,3,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,193020366,1.205904231,1,53,1,2,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2,1,2,2,,2,2,2,2,,,,2,,,,1,1,2,2,,,2,,,,,,,1,2,2,2,1,,2,,,,,,2,1,1,1,2,1,,0,1,4,2,4,4,1,5,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,183239942,0.171660166,1,32,2,2,1,,1,1,1,1,2,1,1,2,1,2,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,,,1,1,1,2,1,,2,2,1,2,1,1,1,,2,1,1,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,1,1,1,1,3,1,,1,1,4,4,4,2,2,2,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,162963875,0.39231159,1,25,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,2,2,,1,1,1,1,2,,1,1,,2,2,2,2,,1,2,1,1,1,,,1,1,,,1,2,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,3,1,3,3,,2,,1,1,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,163304389,0.396929492,1,32,3,5,1,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,2,,1,1,1,1,2,2,2,2,1,3,3,1,1,,,1,2,2,1,1,1,1,2,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,1,4,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,124911196,0.55954862,1,43,3,5,1,,1,1,1,2,1,1,2,,1,1,1,1,1,2,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,1,,1,2,1,2,1,,1,2,2,2,2,1,2,,3,3,3,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,3,2,2,3,3,1,,1,1,2,4,4,4,2,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,167906396,0.202718165,1,28,3,4,1,,1,1,1,2,2,1,1,1,1,1,2,,,,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,2,2,1,1,2,,1,1,1,2,1,,1,1,2,2,2,1,2,,1,2,1,1,2,1,1,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,1,2,3,2,2,,1,1,1,4,4,4,2,2,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,116293052,1.116918197,1,56,2,4,1,,1,1,0,,,2,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,2,,,,,,,,,,,2,,,1,1,1,2,1,,1,2,,2,1,2,1,,3,2,1,1,2,2,1,2,,,,1,1,2,1,,,1,1,2,2,1,,,2,2,,,,,1,1,2,2,2,2,2,1,2,3,3,1,,1,1,2,4,4,3,1,2,1,2,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,127987403,0.624993129,1,31,2,1,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,1,1,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,131824357,3.59034182,2,45,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,6,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,2,1,1,1,3,1,,1,1,4,2,4,4,2,5,2,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,147142728,0.458311181,2,41,2,5,1,,1,1,0,1,2,2,,,2,2,2,,,,2,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,2,2,1,2,,0,1,4,2,4,4,4,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,133267984,0.412786131,2,26,3,3,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,1,,,,,,,,,,,2,,,2,1,1,2,1,,2,2,,2,2,2,2,,3,1,1,1,2,2,1,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,0,4,4,4,4,4,2,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,192211291,0.168433106,1,26,2,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,,,,,,,1,1,2,1,1,1,,1,2,1,2,2,,2,2,1,2,1,2,1,,2,2,1,1,2,1,1,1,1,,,2,,,,,,2,,,,,,,1,2,2,2,1,,2,,,,,,2,2,2,1,2,1,,1,1,4,2,4,4,4,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,150975124,0.501174046,2,31,3,5,1,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,2,1,2,1,2,1,,1,1,1,1,2,,1,1,1,2,2,2,2,,3,3,3,1,1,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,2,3,3,2,1,2,,1,1,1,4,4,4,4,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,205533219,0.362982133,1,43,3,5,1,,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,2,2,,1,1,1,1,2,,1,1,2,1,1,1,2,1,1,3,3,1,1,,,1,1,,,1,2,1,2,,,1,2,1,1,,,2,2,2,,,,,2,,,,,,2,1,3,3,2,2,,1,1,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,148103894,1.668653509,2,38,3,5,1,,1,1,0,1,2,2,,,2,2,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,2,2,,,,,2,,,,,,3,3,2,2,3,1,,0,0,1,4,4,4,2,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,161710017,0.168433106,2,26,2,5,1,,1,1,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,1,2,2,,,,,,,,,,,1,2,,1,1,1,2,1,,1,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,1,1,1,1,,,2,1,2,3,2,2,,1,1,2,4,4,1,4,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,205142620,3.023937135,1,46,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,2,1,1,1,,0,1,4,2,4,4,2,5,1,1,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,150058806,1.045287289,2,21,2,4,2,,1,1,1,2,2,2,,,1,1,2,,,,1,2,1,,,,,,1,2,,,,,,,,,,,,,,,,1,1,2,1,2,,,2,1,1,2,1,,2,2,1,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,1,2,2,2,2,,1,0,4,4,4,4,4,5,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,196164389,0.343733386,2,37,3,5,1,,1,1,1,2,2,1,2,,1,1,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,2,2,1,1,2,,1,1,1,1,2,,1,1,2,2,2,1,2,,1,3,3,1,1,,,1,1,,,1,1,1,2,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,3,2,2,,1,1,1,4,4,4,1,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,123745274,0.210309351,1,20,2,3,1,,1,1,0,1,2,2,,,1,1,2,,,,1,2,1,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,,,1,1,1,2,1,,1,2,,2,1,2,1,,2,1,1,1,1,,,1,1,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,2,2,2,2,,1,1,4,2,4,4,2,1,1,1,1,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,166643175,0.825572262,2,26,2,5,1,,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,,,,,,1,1,,,,,,,,,,,,,,,,1,1,2,1,1,2,,1,1,1,1,1,,1,1,1,2,1,1,2,,1,2,1,1,1,,,1,1,,,2,,,,,,1,1,1,1,,,2,1,2,1,1,,,2,,,,,,2,2,2,3,1,2,,1,1,1,1,4,4,4,1,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,141359366,3.59034182,1,50,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,2,2,1,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,6,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,3,,1,,0,0,4,4,4,4,4,5,1,2,0,0
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,113986784,1.562744954,2,22,2,4,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,,,1,2,2,1,1,1,,2,2,1,2,1,,2,2,2,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,1,,,2,,,,,,3,1,2,1,4,1,,0,0,4,1,4,4,4,5,1,1,1,1
Philippines,PHL,East Asia & Pacific (excluding high income),76659992,163056773,0.636236481,1,31,3,1,1,,1,0,1,,,2,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,1,2,2,,,,,,,1,2,2,1,2,,,1,2,2,,,,2,2,2,2,1,2,1,,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,,,2,,,,,,,1,2,2,1,,,2,,,,,,1,1,1,1,4,1,,0,1,4,1,4,4,1,2,1,1,1,0
